GEOID,NAME,Median_Rent,
1400000US06013338301,"Census Tract 3383.01, Contra Costa County, California",1900,
1400000US06013338302,"Census Tract 3383.02, Contra Costa County, California",1104,
1400000US06013339000,"Census Tract 3390, Contra Costa County, California",927,
1400000US06013340001,"Census Tract 3400.01, Contra Costa County, California",945,
1400000US06013340002,"Census Tract 3400.02, Contra Costa County, California",1210,
1400000US06013341000,"Census Tract 3410, Contra Costa County, California",958,
1400000US06013342000,"Census Tract 3420, Contra Costa County, California",1883,
1400000US06013343001,"Census Tract 3430.01, Contra Costa County, California",868,
1400000US06013343002,"Census Tract 3430.02, Contra Costa County, California",966,
1400000US06013343003,"Census Tract 3430.03, Contra Costa County, California",888,
1400000US06013344000,"Census Tract 3440, Contra Costa County, California",1166,
1400000US06013345101,"Census Tract 3451.01, Contra Costa County, California",1167,
1400000US06013345102,"Census Tract 3451.02, Contra Costa County, California",1458,
1400000US06013345103,"Census Tract 3451.03, Contra Costa County, California",1355,
1400000US06013345105,"Census Tract 3451.05, Contra Costa County, California",1533,
1400000US06013345107,"Census Tract 3451.07, Contra Costa County, California",1810,
1400000US06013345108,"Census Tract 3451.08, Contra Costa County, California",1309,
1400000US06013345109,"Census Tract 3451.09, Contra Costa County, California",1220,
1400000US06013345110,"Census Tract 3451.10, Contra Costa County, California",1581,
1400000US06013345201,"Census Tract 3452.01, Contra Costa County, California",1025,
1400000US06013345202,"Census Tract 3452.02, Contra Costa County, California",1309,
1400000US06013346101,"Census Tract 3461.01, Contra Costa County, California",1702,
1400000US06013346102,"Census Tract 3461.02, Contra Costa County, California",1425,
1400000US06013346201,"Census Tract 3462.01, Contra Costa County, California","2,000",
1400000US06013346202,"Census Tract 3462.02, Contra Costa County, California",1990,
1400000US06013347000,"Census Tract 3470, Contra Costa County, California",857,
1400000US06013348000,"Census Tract 3480, Contra Costa County, California",1633,
1400000US06013349000,"Census Tract 3490, Contra Costa County, California",1028,
1400000US06013350000,"Census Tract 3500, Contra Costa County, California",914,
1400000US06013351100,"Census Tract 3511, Contra Costa County, California",634,
1400000US06013351200,"Census Tract 3512, Contra Costa County, California",1692,
1400000US06013352101,"Census Tract 3521.01, Contra Costa County, California",1400,
1400000US06013352102,"Census Tract 3521.02, Contra Costa County, California",1323,
1400000US06013352201,"Census Tract 3522.01, Contra Costa County, California",1053,
1400000US06013352202,"Census Tract 3522.02, Contra Costa County, California","2,000",
1400000US06013353001,"Census Tract 3530.01, Contra Costa County, California",1557,
1400000US06013353002,"Census Tract 3530.02, Contra Costa County, California","2,000",
1400000US06013354001,"Census Tract 3540.01, Contra Costa County, California","2,000",
1400000US06013354002,"Census Tract 3540.02, Contra Costa County, California",446,
1400000US06013355101,"Census Tract 3551.01, Contra Costa County, California",1240,
1400000US06013355104,"Census Tract 3551.04, Contra Costa County, California",1724,
1400000US06013355106,"Census Tract 3551.06, Contra Costa County, California",1109,
1400000US06013355200,"Census Tract 3552, Contra Costa County, California",942,
1400000US06013355301,"Census Tract 3553.01, Contra Costa County, California",1055,
1400000US06013355302,"Census Tract 3553.02, Contra Costa County, California","2,000",
1400000US06013355303,"Census Tract 3553.03, Contra Costa County, California","2,000",
1400000US06013355304,"Census Tract 3553.04, Contra Costa County, California",1267,
1400000US06013355305,"Census Tract 3553.05, Contra Costa County, California",1137,
1400000US06013356001,"Census Tract 3560.01, Contra Costa County, California",1051,
1400000US06013356002,"Census Tract 3560.02, Contra Costa County, California",1055,
1400000US06013357000,"Census Tract 3570, Contra Costa County, California",633,
1400000US06013358000,"Census Tract 3580, Contra Costa County, California",631,
1400000US06013359101,"Census Tract 3591.01, Contra Costa County, California",773,
1400000US06013359102,"Census Tract 3591.02, Contra Costa County, California",822,
1400000US06013359202,"Census Tract 3592.02, Contra Costa County, California",893,
1400000US06013359203,"Census Tract 3592.03, Contra Costa County, California",998,
1400000US06013359204,"Census Tract 3592.04, Contra Costa County, California",1150,
1400000US06013360100,"Census Tract 3601, Contra Costa County, California",881,
1400000US06013360200,"Census Tract 3602, Contra Costa County, California",772,
1400000US06013361000,"Census Tract 3610, Contra Costa County, California",755,
1400000US06013362000,"Census Tract 3620, Contra Costa County, California",890,
1400000US06013363000,"Census Tract 3630, Contra Costa County, California",863,
1400000US06013364001,"Census Tract 3640.01, Contra Costa County, California",847,
1400000US06013364002,"Census Tract 3640.02, Contra Costa County, California",907,
1400000US06013365001,"Census Tract 3650.01, Contra Costa County, California",954,
1400000US06013365002,"Census Tract 3650.02, Contra Costa County, California",540,
1400000US06013366001,"Census Tract 3660.01, Contra Costa County, California",688,
1400000US06013366002,"Census Tract 3660.02, Contra Costa County, California",647,
1400000US06013367100,"Census Tract 3671, Contra Costa County, California",754,
1400000US06013367200,"Census Tract 3672, Contra Costa County, California",660,
1400000US06013368000,"Census Tract 3680, Contra Costa County, California",605,
1400000US06013369001,"Census Tract 3690.01, Contra Costa County, California",632,
1400000US06013369002,"Census Tract 3690.02, Contra Costa County, California",727,
1400000US06013370000,"Census Tract 3700, Contra Costa County, California",733,
1400000US06013371000,"Census Tract 3710, Contra Costa County, California",724,
1400000US06013372000,"Census Tract 3720, Contra Costa County, California",781,
1400000US06013373000,"Census Tract 3730, Contra Costa County, California",607,
1400000US06013374000,"Census Tract 3740, Contra Costa County, California",570,
1400000US06013375000,"Census Tract 3750, Contra Costa County, California",583,
1400000US06013376000,"Census Tract 3760, Contra Costa County, California",498,
1400000US06013377000,"Census Tract 3770, Contra Costa County, California",580,
1400000US06013378000,"Census Tract 3780, Contra Costa County, California",774,
1400000US06013379000,"Census Tract 3790, Contra Costa County, California",597,
1400000US06013380000,"Census Tract 3800, Contra Costa County, California",1038,
1400000US06013381000,"Census Tract 3810, Contra Costa County, California",557,
1400000US06013382000,"Census Tract 3820, Contra Costa County, California",507,
1400000US06013383000,"Census Tract 3830, Contra Costa County, California",799,
1400000US06013384000,"Census Tract 3840, Contra Costa County, California",963,
1400000US06013385100,"Census Tract 3851, Contra Costa County, California",1339,
1400000US06013385200,"Census Tract 3852, Contra Costa County, California",1275,
1400000US06013386000,"Census Tract 3860, Contra Costa County, California",883,
1400000US06013387000,"Census Tract 3870, Contra Costa County, California",783,
1400000US06013388000,"Census Tract 3880, Contra Costa County, California",845,
1400000US06013389100,"Census Tract 3891, Contra Costa County, California",822,
1400000US06013389200,"Census Tract 3892, Contra Costa County, California",765,
1400000US06013390100,"Census Tract 3901, Contra Costa County, California",1032,
1400000US06013390200,"Census Tract 3902, Contra Costa County, California",1479,
1400000US06013391000,"Census Tract 3910, Contra Costa County, California",1508,
1400000US06013392000,"Census Tract 3920, Contra Costa County, California",1410,
1400000US06015000101,"Census Tract 1.01, Del Norte County, California",394,
1400000US06015000102,"Census Tract 1.02, Del Norte County, California",436,
1400000US06015000103,"Census Tract 1.03, Del Norte County, California",502,
1400000US06015000201,"Census Tract 2.01, Del Norte County, California",477,
1400000US06015000202,"Census Tract 2.02, Del Norte County, California",464,
1400000US06015000203,"Census Tract 2.03, Del Norte County, California",333,
1400000US06017030101,"Census Tract 301.01, El Dorado County, California",578,
1400000US06017030102,"Census Tract 301.02, El Dorado County, California",525,
1400000US06017030200,"Census Tract 302, El Dorado County, California",575,
1400000US06017030300,"Census Tract 303, El Dorado County, California",578,
1400000US06017030401,"Census Tract 304.01, El Dorado County, California",710,
1400000US06017030402,"Census Tract 304.02, El Dorado County, California",551,
1400000US06017030501,"Census Tract 305.01, El Dorado County, California",773,
1400000US06017030502,"Census Tract 305.02, El Dorado County, California",800,
1400000US06017030503,"Census Tract 305.03, El Dorado County, California",758,
1400000US06017030601,"Census Tract 306.01, El Dorado County, California",868,
1400000US06017030602,"Census Tract 306.02, El Dorado County, California",601,
1400000US06017030603,"Census Tract 306.03, El Dorado County, California",569,
1400000US06017030701,"Census Tract 307.01, El Dorado County, California",1153,
1400000US06017030702,"Census Tract 307.02, El Dorado County, California",1116,
1400000US06017030703,"Census Tract 307.03, El Dorado County, California",1211,
1400000US06017030704,"Census Tract 307.04, El Dorado County, California",348,
1400000US06017030801,"Census Tract 308.01, El Dorado County, California",763,
1400000US06017030803,"Census Tract 308.03, El Dorado County, California",614,
1400000US06017030804,"Census Tract 308.04, El Dorado County, California",711,
1400000US06017030805,"Census Tract 308.05, El Dorado County, California",710,
1400000US06017030806,"Census Tract 308.06, El Dorado County, California",729,
1400000US06017030901,"Census Tract 309.01, El Dorado County, California",575,
1400000US06017030902,"Census Tract 309.02, El Dorado County, California",680,
1400000US06017031000,"Census Tract 310, El Dorado County, California",578,
1400000US06017031100,"Census Tract 311, El Dorado County, California",546,
1400000US06017031200,"Census Tract 312, El Dorado County, California",595,
1400000US06017031301,"Census Tract 313.01, El Dorado County, California",448,
1400000US06017031302,"Census Tract 313.02, El Dorado County, California",540,
1400000US06017031402,"Census Tract 314.02, El Dorado County, California",636,
1400000US06017031403,"Census Tract 314.03, El Dorado County, California",340,
1400000US06017031404,"Census Tract 314.04, El Dorado County, California",816,
1400000US06017031405,"Census Tract 314.05, El Dorado County, California",764,
