GEOID,Label for GEO_ID,Total,Owner Occupied,Renter Occupied
1400000US06013302002,"Census Tract 3020.02, Contra Costa County, California",60666,68750,32639
1400000US06013302003,"Census Tract 3020.03, Contra Costa County, California",63196,66604,32083
1400000US06013302004,"Census Tract 3020.04, Contra Costa County, California",75469,76562,61607
1400000US06013303100,"Census Tract 3031, Contra Costa County, California",48665,59113,35938
1400000US06013303200,"Census Tract 3032, Contra Costa County, California",71933,75923,42214
1400000US06013304000,"Census Tract 3040, Contra Costa County, California",86718,91423,44688
1400000US06013305000,"Census Tract 3050, Contra Costa County, California",31875,45341,26232
1400000US06013306001,"Census Tract 3060.01, Contra Costa County, California",44783,51968,33071
1400000US06013306002,"Census Tract 3060.02, Contra Costa County, California",58458,61724,38188
1400000US06013307101,"Census Tract 3071.01, Contra Costa County, California",62406,71058,24917
1400000US06013307102,"Census Tract 3071.02, Contra Costa County, California",42409,53913,28371
1400000US06013307201,"Census Tract 3072.01, Contra Costa County, California",43348,55729,27120
1400000US06013307202,"Census Tract 3072.02, Contra Costa County, California",32474,47083,30453
1400000US06013307204,"Census Tract 3072.04, Contra Costa County, California",58370,61176,42045
1400000US06013307205,"Census Tract 3072.05, Contra Costa County, California",46556,58618,31085
1400000US06013308001,"Census Tract 3080.01, Contra Costa County, California",63587,68311,34052
1400000US06013308002,"Census Tract 3080.02, Contra Costa County, California",82749,86453,48269
1400000US06013309000,"Census Tract 3090, Contra Costa County, California",60492,72188,35313
1400000US06013310000,"Census Tract 3100, Contra Costa County, California",35650,40521,31298
1400000US06013311000,"Census Tract 3110, Contra Costa County, California",41685,47695,36471
1400000US06013312000,"Census Tract 3120, Contra Costa County, California",28158,49375,16758
1400000US06013313101,"Census Tract 3131.01, Contra Costa County, California",36680,48966,23333
1400000US06013313102,"Census Tract 3131.02, Contra Costa County, California",51860,63203,36768
1400000US06013313103,"Census Tract 3131.03, Contra Costa County, California",56591,66512,39683
1400000US06013313201,"Census Tract 3132.01, Contra Costa County, California",53179,59063,27652
1400000US06013313202,"Census Tract 3132.02, Contra Costa County, California",58733,64613,39694
1400000US06013314102,"Census Tract 3141.02, Contra Costa County, California",53223,56429,35917
1400000US06013314103,"Census Tract 3141.03, Contra Costa County, California",45776,58920,36599
1400000US06013314104,"Census Tract 3141.04, Contra Costa County, California",32804,43587,22330
1400000US06013314200,"Census Tract 3142, Contra Costa County, California",45685,51222,31806
1400000US06013315000,"Census Tract 3150, Contra Costa County, California",73411,74788,56458
1400000US06013316000,"Census Tract 3160, Contra Costa County, California",28850,31719,25417
1400000US06013317000,"Census Tract 3170, Contra Costa County, California",38179,60625,33690
1400000US06013318000,"Census Tract 3180, Contra Costa County, California",45532,66786,35587
1400000US06013319000,"Census Tract 3190, Contra Costa County, California",61415,67630,45938
1400000US06013320001,"Census Tract 3200.01, Contra Costa County, California",48222,55924,35231
1400000US06013320002,"Census Tract 3200.02, Contra Costa County, California",70054,82596,40511
1400000US06013321101,"Census Tract 3211.01, Contra Costa County, California",66915,72134,50833
1400000US06013321102,"Census Tract 3211.02, Contra Costa County, California",95511,97359,80600
1400000US06013321103,"Census Tract 3211.03, Contra Costa County, California",74931,87327,51607
1400000US06013321200,"Census Tract 3212, Contra Costa County, California",55227,66788,42072
1400000US06013322000,"Census Tract 3220, Contra Costa County, California",73206,81222,43750
1400000US06013323000,"Census Tract 3230, Contra Costa County, California",66936,67483,61500
1400000US06013324000,"Census Tract 3240, Contra Costa County, California",49143,71125,38203
1400000US06013325000,"Census Tract 3250, Contra Costa County, California",65290,71705,49067
1400000US06013326000,"Census Tract 3260, Contra Costa County, California",83677,87705,50114
1400000US06013327000,"Census Tract 3270, Contra Costa County, California",42266,46267,33452
1400000US06013328000,"Census Tract 3280, Contra Costa County, California",24917,50500,22719
1400000US06013329000,"Census Tract 3290, Contra Costa County, California",56611,61635,41331
1400000US06013330000,"Census Tract 3300, Contra Costa County, California",59299,64769,50813
1400000US06013331000,"Census Tract 3310, Contra Costa County, California",55091,65452,40227
1400000US06013332000,"Census Tract 3320, Contra Costa County, California",61234,68310,44500
1400000US06013333100,"Census Tract 3331, Contra Costa County, California",65805,81574,48438
1400000US06013333200,"Census Tract 3332, Contra Costa County, California",64149,70417,46792
1400000US06013334001,"Census Tract 3340.01, Contra Costa County, California",52621,70240,29667
1400000US06013334003,"Census Tract 3340.03, Contra Costa County, California",86775,92888,70536
1400000US06013334004,"Census Tract 3340.04, Contra Costa County, California",54476,61212,43777
1400000US06013334005,"Census Tract 3340.05, Contra Costa County, California",70865,79123,50658
1400000US06013335000,"Census Tract 3350, Contra Costa County, California",64891,71094,53281
1400000US06013336101,"Census Tract 3361.01, Contra Costa County, California",39390,62000,35435
1400000US06013336102,"Census Tract 3361.02, Contra Costa County, California",34026,43026,32512
1400000US06013336200,"Census Tract 3362, Contra Costa County, California",39078,51481,30909
1400000US06013337100,"Census Tract 3371, Contra Costa County, California",89018,98299,55833
1400000US06013337200,"Census Tract 3372, Contra Costa County, California",53811,57381,45428
1400000US06013337300,"Census Tract 3373, Contra Costa County, California",88239,99343,46120
1400000US06013338100,"Census Tract 3381, Contra Costa County, California",58750,71977,37228
1400000US06013338201,"Census Tract 3382.01, Contra Costa County, California",81429,84557,61875
1400000US06013338202,"Census Tract 3382.02, Contra Costa County, California",65091,69857,60404
1400000US06013338301,"Census Tract 3383.01, Contra Costa County, California",103058,103602,86408
1400000US06013338302,"Census Tract 3383.02, Contra Costa County, California",87201,96420,48393
1400000US06013339000,"Census Tract 3390, Contra Costa County, California",50659,60156,49209
1400000US06013340001,"Census Tract 3400.01, Contra Costa County, California",60870,74018,47436
1400000US06013340002,"Census Tract 3400.02, Contra Costa County, California",90160,95527,68487
1400000US06013341000,"Census Tract 3410, Contra Costa County, California",77845,91299,54125
1400000US06013342000,"Census Tract 3420, Contra Costa County, California",91493,107140,42381
1400000US06013343001,"Census Tract 3430.01, Contra Costa County, California",70923,107075,53140
1400000US06013343002,"Census Tract 3430.02, Contra Costa County, California",66840,78685,45750
1400000US06013343003,"Census Tract 3430.03, Contra Costa County, California",97045,106761,52417
1400000US06013344000,"Census Tract 3440, Contra Costa County, California",85996,104597,43250
1400000US06013345101,"Census Tract 3451.01, Contra Costa County, California",84068,94539,55500
1400000US06013345102,"Census Tract 3451.02, Contra Costa County, California",97790,99387,91460
1400000US06013345103,"Census Tract 3451.03, Contra Costa County, California",93089,105577,46625
1400000US06013345105,"Census Tract 3451.05, Contra Costa County, California",89974,94009,66103
1400000US06013345107,"Census Tract 3451.07, Contra Costa County, California",115848,118054,93558
1400000US06013345108,"Census Tract 3451.08, Contra Costa County, California",95308,110362,78150
1400000US06013345109,"Census Tract 3451.09, Contra Costa County, California",97213,121773,66177
1400000US06013345110,"Census Tract 3451.10, Contra Costa County, California",111642,117090,88668
1400000US06013345201,"Census Tract 3452.01, Contra Costa County, California",108397,120603,56513
1400000US06013345202,"Census Tract 3452.02, Contra Costa County, California",81383,91171,67788
1400000US06013346101,"Census Tract 3461.01, Contra Costa County, California",112301,114558,84084
1400000US06013346102,"Census Tract 3461.02, Contra Costa County, California",157225,164196,80414
1400000US06013346201,"Census Tract 3462.01, Contra Costa County, California",125654,134928,26492
1400000US06013346202,"Census Tract 3462.02, Contra Costa County, California",130600,131705,105748
1400000US06013347000,"Census Tract 3470, Contra Costa County, California",126021,134048,64779
1400000US06013348000,"Census Tract 3480, Contra Costa County, California",129506,134746,71146
1400000US06013349000,"Census Tract 3490, Contra Costa County, California",78739,108705,52554
1400000US06013350000,"Census Tract 3500, Contra Costa County, California",76606,112708,52031
1400000US06013351100,"Census Tract 3511, Contra Costa County, California",40378,40888,22868
1400000US06013351200,"Census Tract 3512, Contra Costa County, California",105017,104496,106157
1400000US06013352101,"Census Tract 3521.01, Contra Costa County, California",107460,114204,34583
1400000US06013352102,"Census Tract 3521.02, Contra Costa County, California",114438,121815,48824
1400000US06013352201,"Census Tract 3522.01, Contra Costa County, California",79958,97437,55100
1400000US06013352202,"Census Tract 3522.02, Contra Costa County, California",98126,98160,97946
1400000US06013353001,"Census Tract 3530.01, Contra Costa County, California",109064,113405,58000
1400000US06013353002,"Census Tract 3530.02, Contra Costa County, California",120217,119909,152864
1400000US06013354001,"Census Tract 3540.01, Contra Costa County, California",102398,101407,103021
1400000US06013354002,"Census Tract 3540.02, Contra Costa County, California",149780,161378,15547
1400000US06013355101,"Census Tract 3551.01, Contra Costa County, California",82063,84619,53897
1400000US06013355104,"Census Tract 3551.04, Contra Costa County, California",144130,147934,102771
1400000US06013355106,"Census Tract 3551.06, Contra Costa County, California",80661,81627,63125
1400000US06013355200,"Census Tract 3552, Contra Costa County, California",73631,86996,51691
1400000US06013355301,"Census Tract 3553.01, Contra Costa County, California",72568,74886,55417
1400000US06013355302,"Census Tract 3553.02, Contra Costa County, California",129848,130796,115026
1400000US06013355303,"Census Tract 3553.03, Contra Costa County, California",115143,121911,83859
1400000US06013355304,"Census Tract 3553.04, Contra Costa County, California",91833,97381,59125
1400000US06013355305,"Census Tract 3553.05, Contra Costa County, California",90146,93010,65000
1400000US06013356001,"Census Tract 3560.01, Contra Costa County, California",73854,79743,45833
1400000US06013356002,"Census Tract 3560.02, Contra Costa County, California",86220,87132,62386
1400000US06013357000,"Census Tract 3570, Contra Costa County, California",48578,61136,37444
1400000US06013358000,"Census Tract 3580, Contra Costa County, California",44485,57195,31182
1400000US06013359101,"Census Tract 3591.01, Contra Costa County, California",57148,66780,37813
